108.8505,-27.02769,475.444
109.0452,-26.52564,475.9461
108.949,-27.02551,475.9461
109.4675,-22.5264,474.9456
109.5016,-23.02759,475.4437
109.4027,-23.02678,474.9449
102.5697,11.97351,470.9445
102.7167,11.97173,471.4456
102.9665,11.47129,471.4459
109.7212,-22.02708,475.9445
109.6792,-21.52747,475.4437
109.7761,-21.52715,475.9443
109.1083,-25.02668,474.945
109.2075,-25.02745,475.4442
109.0228,-25.52734,474.9443
103.4862,10.97641,472.4429
103.3522,10.96904,471.9472
93.99653,-7.027241,444.9469
94.07662,-7.526575,444.9433
93.69614,-8.026556,444.4432
102.4593,12.47651,471.4429
102.8933,10.96852,470.4484
103.2874,10.4688,470.948
103.1104,10.47778,470.4413
103.6408,8.972105,469.9455
103.484,8.972477,469.4454
103.2601,9.473822,469.4443
94.42515,-20.52662,444.9467
93.90228,-21.02676,444.4456
93.96153,-20.52675,444.4456
103.1087,11.47214,471.9455
103.2073,10.97486,471.4435
47.34084,35.11156,448.9459
46.84081,35.10068,448.9445
46.34082,35.47128,449.4449
44.84095,35.03698,448.9468
44.84088,35.41213,449.4455
45.34082,35.43864,449.4449
91.84133,-18.52692,442.0616
92.18598,-19.02672,442.4464
91.84099,-19.02689,442.1043
46.84082,35.48092,449.4446
46.34077,35.0878,448.9434
45.8408,35.45745,449.4447
103.5864,10.47106,471.9461
103.4389,10.47617,471.4429
103.5057,9.970594,470.9467
93.67197,-18.52696,443.9438
93.22572,-18.02694,443.443
93.70106,-18.0269,443.9443
101.5888,14.47254,471.9452
101.1549,14.97196,471.4455
101.3036,14.97424,471.9443
102.2749,13.4719,472.4456
102.6803,12.97445,472.9441
102.5284,12.97166,472.4458
92.67614,-19.02683,442.9452
92.22679,-18.5268,442.4455
92.71436,-18.52691,442.9438
102.8161,11.47526,470.9435
103.6258,10.97724,472.9424
103.8552,10.47703,472.9424
102.1617,12.47278,470.445
102.053,12.97347,470.9446
102.3141,12.47197,470.9455
45.84075,36.53918,450.9435
45.84075,36.88351,451.4437
46.3409,36.56134,450.946
46.84084,36.21774,450.4456
47.34082,36.21778,450.4439
47.34081,35.85397,449.942
46.34081,35.84449,449.9448
45.8408,35.82896,449.9442
46.3409,36.20996,450.4466
49.84074,-61.24553,443.9461
49.34082,-60.79062,443.4446
49.84085,-60.76466,443.4441
50.84091,-60.02785,442.7525
51.34067,-60.17947,442.9465
51.34061,-60.67075,443.4477
49.34078,-59.02631,441.6853
48.84069,-58.52275,441.1874
49.34078,-58.52554,441.2081
108.46,-11.52663,469.4438
108.4889,-12.02665,469.4438
108.5342,-13.02677,469.444
108.3873,-13.02678,468.9444
108.3671,-12.52669,468.9439
100.0384,19.97469,494.9451
100.372,19.4739,494.945
100.4444,19.47156,494.4445
48.34082,35.10969,448.9452
48.8408,34.71856,448.4448
48.34082,34.72294,448.4446
47.34081,33.93662,447.4457
47.34081,34.33355,447.9438
47.84082,33.93929,447.4467
109.5899,-16.52677,473.4458
109.7001,-16.5269,473.9446
109.5765,-17.02669,473.4459
49.84073,33.06482,446.4465
49.3408,33.08153,446.445
49.34086,33.49736,446.944
49.34081,34.70711,448.4448
49.84076,34.68885,448.4458
49.34081,34.31336,447.9445
109.7097,-16.02688,473.9446
101.0254,18.97252,491.9447
100.6985,19.47412,491.9449
100.6568,19.47478,492.445
99.8903,20.47305,493.4449
99.54174,20.97227,493.4447
99.83277,20.47213,493.9446
77.84286,12.97502,439.2744
77.3419,13.4742,439.2614
77.84166,13.47397,439.5741
101.6477,17.47359,494.9449
101.7137,17.47258,494.4447
101.3384,17.9733,494.9449
100.7015,18.97286,494.9447
108.6569,-12.52697,469.9456
108.6779,-13.02692,469.9454
108.5138,-12.52674,469.4441
108.4204,-14.52688,468.9452
108.412,-14.02683,468.9444
108.5595,-14.02676,469.4432
57.84172,-38.02893,429.0827
57.3408,-38.52684,429.1941
56.84053,-38.52647,429.1044
60.84087,-40.02712,430.5209
61.34112,-40.52739,430.8672
60.84123,-40.52762,430.7471
48.34088,36.21103,450.4428
47.84082,36.57566,450.9456
48.3408,36.56987,450.9458
47.84082,35.11373,448.9456
108.1014,-14.02681,467.9439
108.0892,-13.52682,467.9444
108.2493,-13.52693,468.4457
100.1105,19.97249,494.4447
109.5985,-16.02682,473.4455
109.6034,-15.52684,473.4453
109.7149,-15.52686,473.9448
56.84058,-39.02638,429.3083
98.84138,21.47431,495.945
98.92055,21.47374,495.4449
98.55592,21.9737,495.4449
58.34071,-38.52659,429.3749
58.84061,-38.52627,429.4628
58.34205,-39.02979,429.5895
48.34081,35.48794,449.4456
47.84085,35.8529,449.9417
48.34082,35.85121,449.944
108.8614,-11.52684,470.9449
108.8905,-12.02692,470.9452
49.34084,35.09151,448.9448
49.84093,35.44729,449.4433
49.84082,35.07177,448.9449
109.8142,-16.02691,474.4441
56.34046,-38.52586,429.0239
55.84037,-38.02547,428.7525
56.34084,-38.027,428.8258
107.7557,-13.52689,466.9452
107.9243,-13.52678,467.444
107.7689,-14.02689,466.9453
108.1133,-15.02685,467.9441
107.9458,-14.52687,467.4454
108.109,-14.52684,467.9442
56.34061,-36.52641,428.2651
55.84037,-36.52591,428.1846
56.3418,-36.02901,428.0898
107.7198,-12.52685,466.9449
107.5456,-12.52683,466.4445
107.6959,-12.02686,466.9448
61.34083,-36.52674,429.2087
61.8405,-36.52638,429.3241
61.84053,-37.02637,429.5147
108.312,-11.52643,468.9431
108.4261,-11.0267,469.4442
49.34087,35.46622,449.444
48.84087,35.4793,449.4442
49.34078,35.83414,449.9452
49.84081,35.81612,449.9447
50.34091,35.04611,448.9433
108.4233,-15.02685,468.9453
108.2732,-15.02687,468.4458
107.9374,-14.02685,467.4448
109.3597,-15.02686,472.4479
110.0919,-16.52692,475.9442
110.0775,-17.02691,475.9445
109.9969,-16.527,475.4439
101.6588,17.97277,491.9448
102.0063,17.47132,491.4446
101.6972,17.974,491.445
99.5517,20.47246,495.9447
99.89212,19.97352,495.9449
99.62611,20.47356,495.4449
107.7397,-13.02692,466.9454
107.9079,-13.02674,467.4438
109.6062,-15.02686,473.4459
109.6037,-14.5269,473.4458
109.7163,-15.02685,473.9451
109.4846,-14.52674,472.9434
108.0733,-13.02683,467.9445
81.34055,11.47294,440.7653
80.84122,11.47347,440.4091
80.8419,11.97405,440.6982
108.0556,-12.52688,467.9449
108.0329,-12.02707,467.9461
108.2156,-12.52703,468.4461
108.2609,-14.02689,468.4455
98.87514,21.9727,492.9448
98.44891,22.47328,493.4449
98.81853,21.97363,493.4449
100.1746,19.97168,493.9446
100.2298,19.97319,493.4449
99.64442,20.97188,492.4447
99.68831,20.97134,491.9446
99.33276,21.47316,491.9449
99.40472,21.47308,490.9448
99.78278,20.97421,490.4449
99.43166,21.4737,490.4448
107.8662,-12.0267,467.4439
98.55135,22.4745,492.4449
98.92449,21.97343,492.4449
98.59718,22.47387,491.9449
100.0311,20.47336,491.9449
99.72343,20.97316,491.4449
99.23965,21.47237,492.9447
99.18399,21.47236,493.4447
100.0664,20.4735,491.4449
108.1911,-12.02708,468.4461
108.3418,-12.02661,468.9437
108.4019,-13.52683,468.9447
108.2345,-13.02697,468.4459
107.7759,-14.52686,466.9452
107.6011,-14.52685,466.4447
107.595,-14.02686,466.4448
110.5572,-12.0272,478.9457
110.5296,-11.52719,478.9456
110.5957,-11.52648,479.4439
100.2818,19.97273,492.9448
99.94069,20.47519,492.9451
98.96918,21.97363,491.9449
98.63963,22.47294,491.4448
109.6767,-20.5266,474.9454
109.6322,-21.02629,474.946
109.5761,-20.52723,474.4441
110.7858,-11.52729,480.9455
110.7543,-11.02729,480.9453
110.8293,-11.5266,481.4445
109.5309,-21.0273,474.4438
109.4268,-21.02667,473.9452
109.473,-20.52666,473.9452
109.4064,-20.02677,473.4451
109.5151,-20.02675,473.9451
109.8719,-20.52692,475.9446
109.9669,-20.52641,476.4457
109.8272,-21.02714,475.9444
66.84126,4.973646,430.399
66.84032,4.472649,430.2212
66.34089,4.973197,430.2325
110.7117,-12.52667,479.9443
110.6889,-12.02656,479.9441
110.7552,-12.02707,480.4454
68.84142,4.473687,430.9404
69.34088,3.973191,430.9569
68.84206,3.974282,430.7699
102.4652,-34.52496,461.9474
102.637,-34.02588,461.9461
102.8677,-34.02509,462.4471
102.9966,-35.52703,463.9446
102.8048,-36.02861,463.943
102.601,-36.02438,463.4475
110.6,-13.0271,478.9457
110.5804,-12.52716,478.9457
109.7183,-20.0266,474.9454
109.8156,-20.02732,475.4437
109.7744,-20.52751,475.4433
109.6857,-17.02688,473.9446
109.803,-16.52694,474.4441
110.4428,-16.52672,477.946
110.4311,-17.02676,477.9456
110.4262,-11.02678,478.4445
110.4995,-11.02688,478.9448
109.3639,-20.52685,473.4448
109.9022,-16.52673,474.9458
109.9134,-16.02677,474.9459
110.6455,-12.52656,479.4438
109.5884,-19.02681,473.945
109.6181,-18.52684,473.9449
109.7223,-18.52694,474.4445
68.84122,3.473497,430.601
109.1643,-24.02696,474.4447
109.1325,-23.52742,473.9439
109.201,-23.02694,473.9446
109.8878,-17.02672,474.9456
109.7879,-17.02699,474.444
